mean_ms,std_ms,p50_ms,p90_ms,p95_ms,n,success,api_url,timestamp
170.46169476030627,139.85197409159193,123.52623050173861,286.96687999763526,508.603663998656,50,50,http://127.0.0.1:8000/predict,2025-11-06T22:09:41
