mode,device,timestamp,mean_ms,std_ms,p50_ms,p90_ms,p95_ms,n
local_random,cpu,2025-11-06T21:56:36,50.97408783505671,2.7845504892361346,50.324164501944324,51.92178700235672,53.577103004499804,200
local_real_val,cpu,2025-11-06T21:56:36,43.065204226097975,2.364561259419135,41.99581337479685,47.42206168748453,47.42206168748453,84
local_random,cpu,2025-11-06T23:47:15,53.36733930002083,4.8326991643926736,51.80969300272409,57.165823003742844,58.04098800581414,200
local_real_val,cpu,2025-11-06T23:47:15,42.159420881078056,1.1130302797282325,41.776079749979544,43.816083750243706,43.816083750243706,84
local_random,cpu,2026-01-23T03:06:39,53.60732162005661,2.908292485047204,52.975041499848885,54.309061999447295,54.900735998671735,200
local_real_val,cpu,2026-01-23T03:06:39,42.97635336903719,1.210700695458896,42.51512600001206,44.25791018741165,44.25791018741165,84
